"NCT","Brief_Title","Year","Phase","Sponsor_Class","Registry_Source","Status","Enrollment","Modality","Radiation","Strict_GBM_Only","Pediatric_title","NCO","NCO_strict","NCO_Designation","NCO_Instruments","HRQoL","HRQoL_Designation","HRQoL_Instruments"
"NCT02761070","Bevacizumab Alone Versus Dose-dense Temozolomide Followed by Bevacizumab for Recurrent Glioblastoma, Phase III",2016,"PHASE3","Academic/Investigator-Initiated","US","COMPLETED",146,"Cytotoxic Chemotherapy; Targeted / Small Molecule",0,"Yes",FALSE,1,1,"Secondary","mini mental; mmse",0,"None","None"
"NCT02796261","Study to Evaluate Eflornithine + Lomustine vs Lomustine in Recurrent Anaplastic Astrocytoma (AA) Patients",2016,"PHASE3","Industry","US","UNKNOWN",343,"Radiation; Cytotoxic Chemotherapy",1,"No",FALSE,0,0,"None","None",0,"None","None"
"EudraCT2009-018228-14","HGG-2010: phase IIb placebo-controlled randomized trial of dendritic cell vaccination added to standard treatment for newly diagnosed glioblastoma",2011,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Immunotherapy",0,"Yes",FALSE,0,0,"None","None",,"None","None"
"EudraCT2020-003545-11","Randomized phase III trial of lomustine versus lomustine + bevacizumab for recurrent glioblastoma (DNOG-LOBE-01)",2020,"PHASE3","Government/Cooperative Group","International","Unknown/Missing",,"Targeted / Small Molecule; Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"EudraCT2009-012186-63","LWNO 0901: randomized phase II study in recurrent glioblastoma",2009,"PHASE2","Government/Cooperative Group","International","Unknown/Missing",,"Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",,"None","None"
"EudraCT2008-001144-39","Randomized phase II trial of bevacizumab, irinotecan and cerebral radiotherapy in glioblastoma (GBMBIBT01)",2008,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Targeted / Small Molecule; Radiation",1,"Yes",FALSE,0,0,"None","None",,"None","None"
"EudraCT2008-001949-26","Randomized phase III study of temozolomide and short-course radiation versus short-course radiation in elderly glioblastoma (26062-22061)",2009,"PHASE3","Government/Cooperative Group","International","Unknown/Missing",,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",,"None","None"
"EudraCT2012-002272-14","ReACT: international randomized double-blind controlled phase II study of rindopepimut/GM-CSF in recurrent EGFRvIII glioblastoma (CDX110-07)",2013,"PHASE2","Industry","International","Unknown/Missing",,"Immunotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"EudraCT2006-004635-30","PATSGO: randomized phase II study of prolonged adjuvant temozolomide vs stop-and-go in glioblastoma",2008,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",,"None","None"
"EudraCT2009-016813-11","Randomized phase II of hypofractionated radiotherapy in elderly glioblastoma (RPA V/VI)",2010,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Radiation",1,"Yes",FALSE,0,0,"None","None",,"None","None"
"EudraCT2010-024107-27","Randomized phase III of high- vs low-dose bevacizumab+irinotecan vs CCNU/procarbazine in progressive glioblastoma (GlioAvIr1)",2011,"PHASE3","Academic/Investigator-Initiated","International","Unknown/Missing",,"Targeted / Small Molecule; Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",,"None","None"
"EudraCT2016-001600-40","Phase II randomized trial of DNX-2401 oncolytic adenovirus added to standard of care for newly diagnosed glioblastoma",2016,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Immunotherapy",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","EORTC QLQ / HRQoL"
"EudraCT2016-000167-16","DIRECT: disulfiram response as add-on to chemotherapy in recurrent glioblastoma, randomized controlled trial",2016,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Other / Investigational",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","EORTC QLQ / HRQoL"
"ISRCTN16052954","BROIC: phase II randomized trial of re-irradiation and chemotherapy in recurrent glioblastoma",2020,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","EORTC QLQ / HRQoL"
"ISRCTN84434175","Ipi-Glio (OCTO_090): phase II open-label randomized study of ipilimumab with temozolomide versus temozolomide alone in glioblastoma",2018,"PHASE2","Academic/Investigator-Initiated","International","Unknown/Missing",,"Immunotherapy; Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"ISRCTN45209900","Phase III randomized trial of radiotherapy and concomitant temozolomide vs neoadjuvant chemo then RT in high-grade glioma",2010,"PHASE2/PHASE3","Academic/Investigator-Initiated","International","Unknown/Missing",,"Radiation; Cytotoxic Chemotherapy",1,"No",FALSE,0,0,"None","None",1,"Secondary","EORTC QLQ / HRQoL"
